Table Code,Country Code,Year,ISIC,Note Class,Note
,208,2011,,Table Note,Number of enterprises
,208,2011,,Data Supplier,"Statistics Denmark, Copenhagen.
Industrial statistics for the OECD countries are compiled by the OECD secretariat, which supplies them to UNIDO."
,208,2011,,Footnote,"For some industries, the number of employees may be less than the number of enterprises owing to the reason that the workforce in those industries consists of personnel such as working proprietors, unpaid family workers, etc. that are not included in the count of employees."
,208,2012,,Table Note,Number of enterprises
,208,2012,,Data Supplier,"Statistics Denmark, Copenhagen.
Industrial statistics for the OECD countries are compiled by the OECD secretariat, which supplies them to UNIDO."
,208,2012,,Footnote,"For some industries, the number of employees may be less than the number of enterprises owing to the reason that the workforce in those industries consists of personnel such as working proprietors, unpaid family workers, etc. that are not included in the count of employees."
,208,2013,,Table Note,Number of enterprises
,208,2013,,Footnote,"For some industries, the number of employees may be less than the number of enterprises owing to the reason that the workforce in those industries consists of personnel such as working proprietors, unpaid family workers, etc. that are not included in the count of employees."
,208,2013,,Data Supplier,"Statistics Denmark, Copenhagen.
Industrial statistics for the OECD countries are compiled by the OECD secretariat, which supplies them to UNIDO."
,208,2014,,Table Note,Number of enterprises
,208,2014,,Data Supplier,"Statistics Denmark, Copenhagen.
Industrial statistics for the OECD countries are compiled by the OECD secretariat, which supplies them to UNIDO."
,208,2014,,Footnote,"For some industries, the number of employees may be less than the number of enterprises owing to the reason that the workforce in those industries consists of personnel such as working proprietors, unpaid family workers, etc. that are not included in the count of employees."
,208,2015,,Table Note,Number of enterprises
,208,2015,,Table Note,Output at producers' prices
,208,2015,,Data Supplier,"Statistics Denmark, Copenhagen.
Data compiled by UNIDO were derived from Eurostat's structural business statistics (SBS) database."
,208,2015,,Footnote,"For some industries, the number of employees may be less than the number of enterprises owing to the reason that the workforce in those industries consists of personnel such as working proprietors, unpaid family workers, etc. that are not included in the count of employees."
,208,2016,,Table Note,Number of enterprises
,208,2016,,Table Note,Output at producers' prices
,208,2016,,Data Supplier,"Statistics Denmark, Copenhagen.
Data compiled by UNIDO were derived from Eurostat's structural business statistics (SBS) database."
,208,2016,,Footnote,Methodological break in 2016.
,208,2016,,Footnote,"For some industries, the number of employees may be less than the number of enterprises owing to the reason that the workforce in those industries consists of personnel such as working proprietors, unpaid family workers, etc. that are not included in the count of employees."
,208,2016,,Footnote,Methodological break in 2016.
,208,2017,,Table Note,Number of enterprises
,208,2017,,Table Note,Output at producers' prices
,208,2017,,Data Supplier,"Statistics Denmark, Copenhagen.
Data compiled by UNIDO were derived from Eurostat's structural business statistics (SBS) database."
,208,2017,,Footnote,"For some industries, the number of employees may be less than the number of enterprises owing to the reason that the workforce in those industries consists of personnel such as working proprietors, unpaid family workers, etc. that are not included in the count of employees."
,208,2017,,Footnote,Methodological break in 2017.
,208,2018,,Table Note,Number of enterprises
,208,2018,,Table Note,Output at producers' prices
,208,2018,,Data Supplier,"Statistics Denmark, Copenhagen.
Data compiled by UNIDO were derived from Eurostat's structural business statistics (SBS) database."
,208,2018,,Footnote,"For some industries, the number of employees may be less than the number of enterprises owing to the reason that the workforce in those industries consists of personnel such as working proprietors, unpaid family workers, etc. that are not included in the count of employees."
,208,2019,,Table Note,Number of enterprises
,208,2019,,Table Note,Output at producers' prices
,208,2019,,Data Supplier,"Statistics Denmark, Copenhagen.
Data compiled by UNIDO were derived from Eurostat's structural business statistics (SBS) database."
,208,2019,,Footnote,"For some industries, the number of employees may be less than the number of enterprises owing to the reason that the workforce in those industries consists of personnel such as working proprietors, unpaid family workers, etc. that are not included in the count of employees."
,208,2020,,Table Note,Number of enterprises
,208,2020,,Table Note,Output at producers' prices
,208,2020,,Data Supplier,"Statistics Denmark, Copenhagen.
Data compiled by UNIDO were derived from Eurostat's structural business statistics (SBS) database."
,208,2020,,Footnote,"For some industries, the number of employees may be less than the number of enterprises owing to the reason that the workforce in those industries consists of personnel such as working proprietors, unpaid family workers, etc. that are not included in the count of employees."
20,208,2005,,Table Note,Value added at factor values
20,208,2006,,Table Note,Value added at factor values
20,208,2007,,Table Note,Value added at factor values
